r3223	3755	20200967	q	a	10
a4461	3222	20201036	b	j	10
i7206	3851	20200564	e	b	10
j4194	1638	20200668	g	s	10
f2177	6963	20200488	g	a	10
q6414	9856	20200118	r	m	10
c1614	425	20201167	c	s	10
x2299	41	20200382	a	w	10
k4819	1018	20200356	m	u	10
g5170	41	20200622	k	p	10
o2499	5991	20200569	d	o	10
p1653	2045	20201198	k	j	10
f3193	5265	20200992	d	e	10
i6777	9293	20200453	y	g	10
c8563	6468	20200288	e	p	10
y1816	602	20200533	p	i	10
r9213	5825	20201186	r	j	10
d3670	8028	20200798	a	l	10
u7499	6288	20200239	e	d	10
n4223	5707	20200206	k	v	10
p1492	2165	20200805	t	n	10
e8591	1819	20200301	a	f	10
o5975	304	20200233	x	w	10
x5585	2972	20201030	n	a	10
m4547	7547	20200715	t	m	10
k9519	8290	20200239	p	u	10
s8510	7871	20200670	x	h	10
c7474	5088	20200446	n	b	10
x9104	3528	20200411	t	p	10
d6565	1544	20200610	n	s	10
j4638	6464	20200634	g	n	10
i3343	2061	20201000	i	e	10
v3890	691	20200147	s	f	10
x8622	7068	20200121	i	k	10
k6229	7039	20200922	e	y	10
x7749	3360	20200746	q	t	10
s6956	2727	20200674	a	f	10
y5004	9497	20200621	p	o	10
a6344	7914	20200437	v	x	10
b8074	4607	20200307	e	f	10
m3628	9376	20200840	p	l	10
q6737	815	20200450	g	c	10
n6938	483	20200327	p	g	10
q1232	4626	20200983	m	l	10
a2692	5663	20200284	s	d	10
c4418	4009	20200589	i	e	10
j8304	6304	20200809	x	y	10
n4318	7110	20200420	a	f	10
i4320	4051	20200547	l	o	10
b3904	9644	20201043	c	l	10
x2492	1283	20200206	y	u	10
x6402	3832	20200277	d	j	10
t2010	3972	20200750	u	g	10
r9506	2686	20200576	x	o	10
n4723	9038	20200866	l	j	10
l4509	3960	20200949	p	t	10
t7939	59	20200124	v	o	10
p7118	4556	20201142	f	o	10
n4215	8083	20200926	k	j	10
f7776	9816	20201214	q	p	10
k2679	5899	20200594	n	c	10
g1134	8690	20200247	i	q	10
x7791	1364	20200129	j	d	10
v8200	1886	20200624	v	i	10
d5869	4296	20200657	a	b	10
a7630	2599	20201152	s	l	10
q4083	2250	20200801	d	e	10
v8864	8406	20201024	q	b	10
m2669	7682	20200872	p	l	10
m7021	4722	20200520	j	p	10
x9903	7125	20200333	u	m	10
g2426	4807	20201079	s	c	10
h5910	3482	20201113	l	f	10
j7116	4085	20201077	p	s	10
c3999	1055	20200608	i	x	10
m8491	5132	20200861	o	i	10
e7724	6996	20201153	t	e	10
x1240	7919	20200806	j	x	10
v2489	7463	20200767	i	w	10
r2146	3038	20200639	w	i	10
h7602	4099	20200835	r	a	10
y8278	8353	20200227	h	p	10
a2318	8763	20200636	l	w	10
w5421	5829	20200404	q	f	10
a5449	659	20200330	u	p	10
w3563	5163	20200627	a	r	10
e5363	6399	20200667	o	v	10
t4190	8639	20200668	a	p	10
a3522	5616	20200307	j	u	10
o1905	9558	20200838	l	y	10
t4550	331	20200412	a	i	10
k5927	9738	20200631	m	d	10
l4394	715	20201169	q	y	10
f2137	3338	20201073	m	x	10
u2667	5609	20200186	g	k	10
x1153	8653	20200392	b	v	10
y8572	4641	20201050	t	s	10
q6614	290	20200617	p	f	10
q8585	1451	20200587	j	o	10
s1167	6075	20201191	a	u	10
o1574	3162	20200790	s	i	10
s9033	9427	20200386	w	y	10
k9779	3553	20200896	q	u	10
y6764	1365	20200326	f	k	10
w1474	6822	20200256	w	c	10
f1790	196	20200599	a	s	10
g1754	1013	20200483	o	d	10
m6912	5968	20200800	p	i	10
j9224	6435	20200789	l	t	10
u1958	6807	20200364	a	r	10
m9693	8533	20200174	y	w	10
i6021	6223	20201207	b	i	10
x9950	7983	20200668	b	u	10
h5114	3857	20200398	a	y	10
c7486	5970	20200454	j	c	10
s5670	1992	20200685	i	d	10
b8727	5872	20200637	m	d	10
i3028	5546	20200577	k	n	10
s7239	1314	20201151	a	d	10
a3111	8150	20201132	e	t	10
p1681	268	20200879	s	j	10
w8474	2831	20200164	r	c	10
u5878	703	20200917	g	p	10
m9823	8024	20200668	u	t	10
r3327	1311	20201187	i	b	10
u1488	2529	20200107	i	n	10
i1861	1287	20200585	k	w	10
j8128	5842	20200497	d	r	10
n7867	1882	20200326	a	o	10
i1600	2662	20200197	g	h	10
o3280	9436	20200821	a	l	10
i2386	8361	20201012	x	d	10
i3495	3841	20201222	k	y	10
r3838	1983	20200655	c	t	10
t5247	6609	20200321	w	h	10
i1536	3265	20200211	s	y	10
q5017	190	20200395	m	x	10
b1524	4475	20200509	q	a	10
p2856	5698	20200504	f	d	10
t4932	3341	20201169	y	a	10
n9483	7493	20200649	c	l	10
j2560	1841	20201115	k	e	10
f5543	8792	20201074	k	y	10
e4580	972	20200346	x	s	10
w2620	3827	20200894	p	h	10
j5579	419	20200623	j	y	10
w4925	381	20201142	r	i	10
d7477	5371	20201096	v	y	10
l5723	9020	20200637	g	p	10
i5166	3717	20200840	c	q	10
n5954	2863	20200336	k	p	10
y2905	137	20200265	x	h	10
j6388	7241	20200231	g	u	10
h1241	5250	20200237	i	f	10
u3624	7297	20200985	d	e	10
c8060	2751	20200560	e	g	10
d3995	4677	20200758	y	j	10
s7566	3609	20200628	s	e	10
s8514	5056	20201131	x	w	10
b7748	987	20201116	v	c	10
e9519	9917	20200330	q	t	10
v5914	694	20200160	p	y	10
p9859	6053	20200337	b	m	10
m5229	6956	20200704	t	f	10
p8098	7066	20200356	l	d	10
d4080	4141	20200196	w	u	10
a1170	3490	20201142	y	i	10
o5866	7283	20201141	h	v	10
w8368	4883	20200299	q	g	10
f3187	6480	20200777	n	b	10
i2449	9647	20200926	j	o	10
q4425	8487	20200169	d	o	10
d5860	1778	20200966	d	l	10
h5433	2456	20200750	g	c	10
v7822	6282	20200155	f	w	10
s1127	9136	20200187	y	j	10
y8000	9254	20200249	k	s	10
d2891	3233	20200332	f	b	10
a8680	4802	20200224	y	f	10
q9365	574	20201179	u	x	10
a2277	4354	20200153	m	y	10
s1112	7466	20200499	e	g	10
b3112	4382	20200445	p	v	10
w9805	33	20200703	u	p	10
i7432	1294	20200372	d	x	10
v3206	8167	20200110	w	u	10
e6696	4789	20200856	j	t	10
r2981	4016	20200921	j	s	10
d9907	2098	20201123	p	y	10
l3786	9200	20200102	k	v	10
p7814	6086	20200419	f	g	10
m8267	3445	20200707	h	k	10
y9828	6432	20200479	v	s	10
k5693	338	20200929	e	c	10
s1406	9023	20200321	a	r	10
n9538	1389	20200682	o	w	10
s4181	6585	20200927	l	s	10
b9217	7483	20200194	p	d	10
j5106	9096	20201207	v	o	10
w4783	8107	20200370	s	f	10
s8081	1412	20200266	s	b	10
e1219	8769	20200206	g	i	10
n6781	2260	20200787	l	u	10
y7367	7721	20200969	f	b	10
a1457	4072	20201200	j	g	10
h6602	7906	20200380	a	m	10
m5887	1081	20200808	w	c	10
f2509	5341	20200887	i	s	10
v8740	475	20201165	w	f	10
w6337	3401	20200808	f	q	10
n5141	2482	20200334	p	v	10
j8226	2013	20200173	f	m	10
r8045	22	20201088	m	x	10
s9020	3718	20200783	a	p	10
j4335	3170	20200545	d	p	10
y4981	9106	20201183	l	g	10
d4652	4034	20200518	m	r	10
i9255	1421	20200109	s	t	10
e5066	653	20200901	t	u	10
w7006	1595	20200137	b	x	10
e7540	3991	20201077	k	v	10
v9946	8471	20201091	o	f	10
e5978	5007	20200944	k	m	10
i1199	2089	20200617	e	s	10
m6791	8966	20200941	f	h	10
t7569	3135	20201160	h	x	10
w4545	4219	20201036	t	w	10
d9563	9265	20200677	x	p	10
b8604	4228	20201137	r	v	10
b3365	2364	20201048	p	v	10
k6447	496	20201036	w	m	10
p3154	8056	20200107	n	e	10
i2884	2655	20200536	h	u	10
t2338	2291	20200957	e	x	10
d5227	1725	20200470	f	i	10
t2226	9131	20200883	m	u	10
q1807	5751	20200268	n	k	10
j6698	1631	20200745	i	m	10
u7476	7373	20200233	f	j	10
g1562	7607	20200382	a	h	10
q6120	433	20201076	e	i	10
l3669	4126	20200510	m	d	10
c6122	738	20200644	g	u	10
b8061	8794	20200146	l	f	10
h6876	1185	20201079	t	p	10
q3478	3352	20200527	p	y	10
q6074	2190	20201211	p	o	10
d6894	7064	20200621	d	f	10
e7178	1696	20200595	s	x	10
o4085	9516	20200626	s	b	10
n7723	4829	20200263	y	d	10
x3892	6944	20201226	s	y	10
h3702	503	20200404	m	v	10
m7892	8414	20200211	q	p	10
k5163	9127	20200318	c	h	10
o9262	6706	20200427	n	w	10
q6198	6361	20200494	n	l	10
r2248	2426	20201001	o	r	10
w5064	503	20200364	y	x	10
d9227	49	20200830	u	l	10
r1459	8457	20200474	g	m	10
a9821	557	20200858	u	t	10
d4594	3389	20200952	a	t	10
q7272	9384	20201202	a	r	10
a6571	7955	20200889	k	h	10
s8335	491	20201172	a	i	10
v2723	9612	20201027	n	q	10
w6260	2353	20200727	e	c	10
p6686	3	20200992	w	u	10
i7135	2362	20201037	t	y	10
d6190	4043	20200975	q	w	10
u8469	4381	20200402	o	k	10
k3063	74	20200509	m	d	10
t2105	5155	20200243	c	y	10
f2151	2245	20200784	y	s	10
n7067	9553	20200649	u	g	10
l7747	5870	20200951	x	d	10
e1355	8054	20200725	w	n	10
j2563	9851	20200188	p	l	10
b1493	8581	20200901	q	b	10
u2180	4616	20200998	x	e	10
h5638	2884	20200634	c	m	10
u2422	9023	20200342	q	l	10
r2891	1718	20200864	x	r	10
p3750	390	20200259	t	g	10
f3003	3029	20200668	o	c	10
w1632	9865	20200863	u	d	10
p3684	6611	20200311	v	l	10
s7459	6841	20200638	m	s	10
y5632	2994	20200658	d	l	10
m9290	2308	20200776	b	x	10
r9890	6641	20200579	q	i	10
j6663	8246	20200165	b	p	10
p2603	7210	20200469	i	a	10
v1060	176	20200199	m	v	10
y5287	2505	20200242	n	a	10
l1530	2119	20200306	p	d	10
w7461	4399	20200474	x	k	10
o2482	9568	20200530	v	l	10
n8746	7671	20200317	b	f	10
v7919	6761	20200208	i	f	10
b3068	2402	20200877	j	s	10
x4551	8793	20200488	i	m	10
p9104	8212	20200247	s	c	10
o8498	5249	20200593	w	y	10
t4934	876	20200861	y	l	10
x7601	1444	20200703	e	l	10
k5434	3968	20200756	s	e	10
d3869	309	20201228	j	r	10
x5669	2470	20200483	l	o	10
c8091	3744	20200576	y	u	10
i1506	7590	20200927	j	o	10
p3448	3819	20200433	a	b	10
d8091	67	20200546	p	u	10
u6677	8642	20200733	b	j	10
i9187	1086	20200911	a	l	10
g5755	8129	20200765	c	m	10
p9426	3873	20200933	k	d	10
o7646	6479	20200823	a	p	10
u5263	779	20200277	f	u	10
x4928	5135	20200256	a	l	10
b8335	2738	20200379	y	p	10
v3358	2081	20200875	u	h	10
s2825	3574	20200297	m	x	10
m1906	1718	20200890	o	w	10
d2947	232	20200507	o	i	10
u3831	3395	20200365	u	w	10
m1675	2073	20200326	f	n	10
r9899	9609	20200111	c	a	10
b3136	9079	20200419	t	l	10
o1481	1139	20200758	b	n	10
a2677	6725	20200115	a	l	10
c2865	8449	20200358	j	q	10
h7138	3994	20201063	t	j	10
i1821	4644	20200834	c	t	10
q3860	8892	20200527	x	p	10
e9072	842	20200300	p	l	10
j6958	701	20201134	s	q	10
x3830	5228	20200609	y	i	10
n5887	2171	20200189	e	j	10
d3910	6924	20201219	a	y	10
f6194	9413	20201189	r	h	10
j2678	705	20200214	j	q	10
k1621	7735	20200453	r	x	10
s5088	5622	20201171	w	b	10
t7256	8109	20200609	s	q	10
n1103	2601	20200759	s	p	10
o6985	2557	20201071	h	d	10
m9816	7240	20201079	u	c	10
n3554	7442	20201093	r	c	10
e8322	3947	20200383	j	i	10
l9709	6534	20200465	e	k	10
r2143	7261	20200811	u	s	10
m1579	114	20200745	q	j	10
g3417	9762	20200275	l	j	10
n8252	3371	20200258	h	j	10
b2952	4490	20200221	q	p	10
m9014	4856	20200839	s	w	10
b8404	3544	20200700	q	b	10
d7276	533	20200701	t	d	10
h6732	7893	20200294	d	r	10
t5572	9473	20200928	t	f	10
i2443	4263	20201188	h	n	10
v5360	1172	20200433	w	o	10
e6524	490	20201222	m	g	10
u9634	5740	20200445	w	i	10
d9160	4706	20201225	j	l	10
e5690	43	20200193	u	g	10
c5389	3155	20201213	i	k	10
g9921	6739	20201046	b	x	10
u7316	3054	20200399	t	q	10
r1723	9008	20200887	k	w	10
f5794	8718	20200564	b	o	10
r8627	1335	20200399	v	r	10
e9964	8867	20200117	o	a	10
m5001	1101	20200878	b	e	10
c2944	3790	20200462	k	w	10
t3435	9562	20200826	e	v	10
i6890	2158	20200402	x	o	10
v5074	3838	20200953	s	l	10
q8293	3833	20200128	l	q	10
f5464	8499	20200535	q	a	10
r6180	2318	20200822	u	q	10
r6936	7029	20201071	j	x	10
d9982	6570	20200143	i	r	10
c6385	5231	20200323	g	r	10
q9310	3688	20200853	c	u	10
n6767	7672	20201019	p	r	10
h1314	1406	20200154	v	f	10
f5742	3676	20200712	p	c	10
l2999	1605	20201203	g	t	10
k9388	8719	20201053	j	c	10
t6610	1480	20200237	a	v	10
i8854	831	20200985	g	y	10
w6855	6161	20201105	e	i	10
e1146	472	20200368	j	q	10
n3424	6367	20200844	k	u	10
l8331	2861	20201180	h	m	10
d6509	1980	20200869	m	n	10
i6470	7541	20200316	q	i	10
h5510	2318	20200268	d	k	10
s4259	7844	20200343	q	b	10
t1142	2938	20200759	m	w	10
u1552	1818	20201013	r	m	10
n1533	5297	20200360	o	d	10
l6809	1745	20200877	h	t	10
s7120	6293	20200386	o	c	10
t9809	8706	20200137	l	n	10
o7693	6204	20200871	m	g	10
j9948	1049	20200418	y	l	10
k8954	1128	20201186	p	m	10
c7128	3818	20200183	r	a	10
i2403	1477	20200997	k	f	10
u6831	3538	20201047	w	c	10
l2032	6212	20200565	f	d	10
v4293	786	20200662	s	a	10
v2556	9271	20200779	a	g	10
j5641	8041	20200184	j	x	10
p2539	2797	20200252	m	c	10
m4734	4465	20201046	x	g	10
a3172	7183	20200628	s	y	10
t6334	2332	20200176	e	a	10
q7027	1739	20200709	x	s	10
f1441	9696	20200116	j	n	10
e4629	1089	20200730	n	e	10
q1571	7680	20200582	m	c	10
r6117	1724	20200715	x	d	10
u7949	5198	20201222	i	l	10
p5994	6782	20201045	k	d	10
f1259	8966	20201189	t	p	10
f3255	3685	20200225	u	p	10
k1833	6901	20200908	t	i	10
x5886	8282	20201198	g	k	10
h2873	3902	20201117	k	v	10
m3530	8344	20200837	i	u	10
d3174	8943	20201177	e	j	10
s6513	531	20200714	j	i	10
g4928	5192	20200996	n	c	10
j6722	5225	20201130	k	y	10
h2097	8868	20200825	f	v	10
o6689	541	20200274	a	j	10
g1579	2678	20200246	r	a	10
a7812	1144	20200245	q	p	10
g2807	8369	20200130	k	x	10
n2325	8024	20200962	s	h	10
o1398	1087	20200583	v	s	10
l5525	6281	20200976	i	w	10
p2873	3874	20201041	n	e	10
w5899	4451	20200407	q	v	10
n6527	6825	20201095	u	d	10
s4595	6068	20200837	p	e	10
a2042	2535	20200445	a	h	10
r6624	5294	20200702	r	d	10
s4943	640	20200887	a	d	10
x2980	2851	20200413	t	e	10
d6625	2037	20201165	v	b	10
e8062	239	20200737	l	f	10
g6299	1729	20200239	b	t	10
q2993	5718	20201109	s	m	10
m2421	6868	20200175	t	w	10
d2201	4943	20200431	s	q	10
m8297	721	20201023	s	a	10
j4221	8175	20200924	j	y	10
u9015	2504	20200617	b	m	10
n9816	4652	20200191	p	r	10
s4685	6585	20200257	l	t	10
m9250	2398	20200525	s	c	10
s2151	383	20201147	t	s	10
o3879	9105	20200585	s	u	10
s9813	8893	20200125	p	y	10
s6891	9075	20200521	y	o	10
t3175	9219	20200999	i	n	10
c2913	6464	20200964	y	n	10
g4246	1921	20201175	v	s	10
i7421	4158	20200716	h	n	10
x7124	907	20200743	o	g	10
b4348	6924	20200445	a	w	10
q3837	3407	20201224	n	b	10
t8882	4744	20201068	u	d	10
f5949	4515	20200693	c	y	10
g9205	3918	20200683	f	c	10
s6287	1699	20201177	l	o	10
p2759	776	20200286	h	o	10
a1299	3113	20201030	e	w	10
c8838	5554	20200529	u	k	10
b6655	398	20200659	b	k	10
w8694	7917	20201172	d	l	10
n6128	7297	20200976	t	g	10
c4827	6759	20200980	v	l	10
c6109	2629	20200629	w	y	10
u2280	5129	20200615	b	t	10
q2678	4048	20200338	g	j	10
t4956	4710	20200961	v	u	10
q5466	1861	20200792	k	p	10
y6677	1006	20201213	n	a	10
c5144	131	20200363	f	h	10
a8255	7755	20200390	n	p	10
k4009	941	20200804	w	h	10
e9454	8238	20200425	y	r	10
m3616	8683	20200665	b	e	10
i9138	6601	20200353	i	h	10
k9968	1969	20200197	q	h	10
j4438	2500	20201190	t	i	10
r3259	7641	20200898	m	k	10
k6820	1664	20200555	w	c	10
j3774	7554	20200441	d	l	10
j8626	8076	20200773	m	j	10
r4627	6505	20200698	f	n	10
x1462	85	20200552	w	d	10
w2399	9751	20201116	r	g	10
w5931	7506	20201112	h	y	10
x2293	986	20201226	j	r	10
v1727	9856	20201220	n	r	10
u6429	743	20200784	g	r	10
s6053	8506	20200538	j	y	10
g4240	4210	20200916	y	a	10
l5039	3648	20201042	n	c	10
v7713	1910	20200846	f	p	10
p1035	6287	20200237	q	t	10
m6739	5417	20200349	y	v	10
c2845	9286	20200334	p	k	10
s2328	5669	20201075	e	i	10
a6542	5537	20200791	q	u	10
w7385	329	20200941	e	a	10
o8523	1412	20200335	a	e	10
q6485	6142	20200513	u	g	10
g1089	5108	20200464	h	d	10
y6200	4156	20200454	p	h	10
v4861	8918	20200166	r	h	10
v9234	1463	20200310	o	b	10
g2097	8315	20200290	l	e	10
w9777	6880	20200790	m	b	10
h4164	2571	20200494	m	t	10
f8562	8201	20200261	g	l	10
o3647	9809	20200359	c	e	10
t6621	4008	20200934	w	c	10
n7676	8710	20201053	r	o	10
v7336	1502	20200168	e	i	10
t2436	2898	20200380	x	c	10
n6107	5033	20200973	q	g	10
x7580	1728	20200743	n	h	10
q7140	8489	20200743	o	n	10
b1261	2272	20200804	o	n	10
j4012	1760	20201022	y	i	10
o6059	7650	20201051	w	q	10
c3418	1053	20200666	q	n	10
r5311	5056	20200340	y	w	10
q8440	6649	20200938	j	s	10
w5444	2669	20200882	b	m	10
q3635	5746	20201184	p	y	10
v2254	8957	20200787	q	g	10
p9144	9335	20200720	b	c	10
s2205	4292	20200130	p	q	10
j5473	3701	20201125	q	s	10
o6625	1506	20200129	c	q	10
v1276	7633	20200536	v	u	10
c7003	1902	20200524	d	j	10
a2651	406	20200738	a	u	10
u6337	9794	20200134	h	g	10
k7897	7777	20200148	a	p	10
c5796	7351	20200513	l	k	10
e1985	2535	20200506	h	g	10
j2936	791	20200267	h	q	10
n6118	9426	20200783	k	a	10
v2984	5194	20201172	e	s	10
f6896	5639	20200430	u	i	10
v6867	834	20200330	h	o	10
i9840	3818	20200779	d	e	10
a1615	8253	20200569	l	b	10
n2321	7814	20200331	e	b	10
l1617	5430	20200107	q	g	10
x3945	9523	20200773	m	h	10
o6160	3763	20200708	v	p	10
p9380	5947	20201222	w	r	10
t6465	2585	20200210	p	a	10
g2206	1303	20201088	i	l	10
p2069	6646	20200922	e	x	10
e7921	7989	20200455	r	w	10
j5199	8653	20200172	i	w	10
w9861	1000	20200871	u	l	10
m8985	1916	20200345	k	q	10
r2200	4209	20200171	t	g	10
i5879	7208	20200844	g	y	10
b7077	125	20200612	y	j	10
v3130	3146	20200260	o	y	10
n7170	308	20200927	e	f	10
r2697	5956	20200936	s	i	10
e6100	737	20200463	i	e	10
c1930	9905	20201187	n	u	10
w5757	2177	20200835	p	l	10
f5231	9976	20201007	o	n	10
p8658	9439	20200857	w	r	10
u7620	5632	20200453	t	g	10
i3992	8673	20200535	c	d	10
x4724	1448	20200885	g	w	10
t9686	3578	20200526	i	w	10
k5241	6465	20200212	m	d	10
f1171	5256	20200438	i	m	10
s3659	3202	20200243	b	g	10
j6705	5024	20201017	m	a	10
l5476	6851	20200103	n	u	10
i9103	4799	20200897	x	j	10
m4248	4463	20200219	i	j	10
q9871	8173	20200353	q	i	10
p8089	3977	20200553	x	o	10
f5286	9998	20201022	t	a	10
m1917	5021	20200486	r	k	10
x6392	3481	20200884	c	l	10
k9381	523	20200382	e	k	10
k7714	9736	20200501	l	v	10
k3650	4753	20200622	k	h	10
n7636	9920	20200402	r	p	10
x2280	1497	20200520	l	b	10
v8547	3203	20200572	c	o	10
w5542	2258	20200213	u	e	10
f2361	7299	20200912	k	q	10
i8869	1676	20200947	y	a	10
b8792	1257	20201180	d	l	10
p3969	3543	20201016	q	g	10
m6187	9199	20200308	o	k	10
i5668	341	20200332	o	e	10
c1014	3339	20200904	a	f	10
e3252	3080	20200511	n	r	10
u9421	5992	20200941	o	i	10
m8566	9474	20201202	u	w	10
i1056	6509	20201010	e	q	10
n1692	1772	20201126	j	g	10
o6574	967	20200122	u	s	10
f5201	3851	20201126	l	d	10
c2408	314	20200850	v	c	10
l9074	2174	20201003	c	m	10
n5420	6154	20200260	u	n	10
u3406	3860	20200826	v	i	10
c7225	7880	20200137	b	s	10
p5588	1372	20200868	h	v	10
y7089	6520	20200794	p	c	10
d5494	8258	20200595	j	h	10
j2887	5866	20200949	t	j	10
k5315	1029	20200815	s	t	10
g1456	7579	20200208	u	s	10
q5277	5025	20200129	k	w	10
h9971	4096	20200372	n	i	10
u9660	5723	20200149	g	d	10
a3232	5591	20200130	i	f	10
i6705	9819	20200497	l	u	10
g6028	5714	20201175	r	h	10
u9469	7359	20200853	m	t	10
o5983	7265	20200622	v	p	10
f2426	3164	20201085	r	g	10
f5621	4719	20200423	x	u	10
q1080	3767	20200592	i	b	10
j6826	7519	20201063	k	o	10
w8458	9157	20200881	k	b	10
d8209	2295	20200271	y	b	10
p1695	190	20200119	t	b	10
t4704	524	20200673	j	c	10
l7637	7417	20200799	t	x	10
o6900	416	20200358	l	t	10
b2379	7859	20200150	v	m	10
n6915	4617	20200615	h	y	10
p3335	1057	20200919	m	q	10
e7526	7443	20200956	w	y	10
b6398	8583	20200142	a	q	10
c4668	8760	20200437	r	t	10
s4554	6825	20200488	w	v	10
n7734	9918	20201217	x	k	10
y5178	5986	20200990	w	i	10
b1398	6721	20200425	n	e	10
c1073	194	20200109	e	w	10
m4879	817	20200356	p	m	10
d4290	9980	20200626	w	c	10
t1605	655	20200411	j	n	10
b4275	6464	20201139	w	x	10
d8454	2308	20200781	i	m	10
e3697	662	20200665	j	l	10
b4909	3473	20200424	r	w	10
v1628	6812	20200959	k	e	10
h4716	4957	20200453	y	u	10
y6298	3121	20200918	g	i	10
y4445	1692	20200722	n	o	10
c1106	354	20200785	e	x	10
a6853	7612	20200847	y	k	10
v5591	7329	20200247	e	q	10
g8910	2780	20200978	i	r	10
m2533	6100	20200617	w	f	10
t7291	9960	20201117	o	d	10
v1583	1779	20200445	g	x	10
u3447	6126	20200537	x	q	10
p5183	6065	20200521	w	e	10
h2595	3006	20200573	i	f	10
h1590	5639	20200783	o	s	10
h9399	7509	20200449	n	d	10
u5640	4060	20200561	t	m	10
y7771	6519	20200762	i	s	10
d6063	9191	20200836	b	d	10
a9005	1769	20200524	w	v	10
f5566	1666	20200286	a	r	10
l3176	669	20201215	e	y	10
k9729	2159	20200946	r	m	10
c1734	5170	20200309	u	l	10
p3238	1712	20201036	a	k	10
r8545	1755	20200405	r	p	10
n3945	274	20200658	e	m	10
t1389	1887	20200383	j	p	10
t8321	9882	20200115	u	l	10
s3456	1985	20200200	y	l	10
a1831	1458	20200894	p	j	10
t4052	8593	20200888	t	r	10
d3316	6118	20200562	k	f	10
q1153	6563	20200290	e	w	10
q3135	5051	20200262	u	c	10
v3749	8062	20200800	j	q	10
o3885	2719	20200176	s	e	10
h6053	3800	20200509	k	x	10
q3792	6183	20201066	q	j	10
i5759	2400	20200107	h	u	10
r7272	7781	20200430	g	u	10
d9687	8253	20201142	k	d	10
k8679	102	20200728	o	k	10
h1629	2738	20200426	n	s	10
i9097	4494	20200515	x	k	10
v2111	382	20200211	o	j	10
y8925	6732	20200660	r	g	10
m7850	6041	20200290	x	n	10
i8468	3401	20201098	g	n	10
u2465	8367	20201182	k	x	10
x3231	9357	20201055	a	v	10
n2683	7620	20200789	p	a	10
t3469	4342	20200331	u	e	10
i8158	5795	20200183	q	m	10
